event_id_no_cnty,event_date,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
40686,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Novoazovsky,,Uzhivka,47.1446,37.8563,DPR Armed Forces Press Service,"On 30 September 2020, the Ukrainian Forces fired 82mm mortars and grenade launchers at the positions of the Donbass People's Militia in the area of Uzhivka, Donetsk.",0
40687,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Bakhmut,,Dolomytne,48.416,38.1346,DPR Armed Forces Press Service,"On 30 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Dolomytne, Donetsk.",0
40688,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Horlivka Municipality,,Mine 6/7,48.3767,37.9636,DPR Armed Forces Press Service,"On 30 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Mine 6/7, Donetsk.",0
40653,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Europe,Ukraine,Luhansk,Popasniansky,,Donetskyi,48.6963,38.6738,LPR People's Militia Press Service,"On 30 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Luhansk People's Militia in the area of Donetskyi, Luhansk.",0
40654,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Europe,Ukraine,Donetsk,Bakhmut,,Logvinovo,48.38,38.3471,LPR People's Militia Press Service,"On 30 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Luhansk People's Militia in the area of Logvinovo, Donetsk.",0
40655,30 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Europe,Ukraine,Luhansk,Popasniansky,,Zolote-5,48.6719,38.56,LPR People's Militia Press Service,"On 30 September 2020, the Ukrainian Forces fired small arms at the positions of the Luhansk People's Militia in the area of Zolote-5, Luhansk.",0
40656,30 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Europe,Ukraine,Luhansk,Popasniansky,,Berezivske,48.6712,38.6027,LPR People's Militia Press Service,"On 30 September 2020, the Ukrainian Forces fired small arms at the positions of the Luhansk People's Militia in the area of Berezivske, Luhansk.",0
40708,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Donetsk,,Tekstylnyk,47.9442,37.6928,OSCE SMM-Ukraine,"On 30 September 2020, the OSCE SMM observed a total of 14 explosions involving unknown weapons near Tekstylnyk.",0
40709,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Bakhmut,,Travneve,48.4254,38.1016,OSCE SMM-Ukraine,"On 30 September 2020, the OSCE SMM observed a total of 2 explosions involving unknown weapons near Travneve.",0
40710,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Luhansk,Slovyanoserbsk,,Slovyanoserbsk,48.6978,38.9813,OSCE SMM-Ukraine,"On 30 September 2020, the OSCE SMM observed a total of 8 explosions involving unknown weapons near Slovyanoserbsk.",0
40707,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Marynsky,,Marinka,47.9425,37.505,OSCE SMM-Ukraine,"On 30 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Marinka.",0
40665,30 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Avdiivka Municipality,,Avdiivka,48.1394,37.7497,JFO HQ press centre; Ministry of Defence of Ukraine,"On 30 September 2020, the NAF rebel forces fired small arms at the governmental positions near Avdiivka, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40666,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Volnovasky,,Novotroitske,47.7158,37.5919,JFO HQ press centre; Ministry of Defence of Ukraine,"On 30 September 2020, the NAF rebel forces fired grenade launchers at the governmental positions near Novotroitske, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40667,30 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Novooleksandrivka,48.6191,38.4281,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired small arms at the governmental positions near Novooleksandrivka, Luhansk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40668,30 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Zolote,48.6926,38.5145,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Zolote, Luhansk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40669,30 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Khutir Vilny,48.6828,38.5508,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Khutir Vilny, Luhansk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40670,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Bakhmut,,Zaitseve,48.4292,38.0094,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired grenade launchers at the governmental positions near Zaitseve, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40671,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Bakhmut,,Myronivskyi,48.4621,38.2753,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired grenade launchers at the governmental positions near Myronivskyi, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40727,30 September 2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,Civilians (Ukraine),,Europe,Ukraine,Luhansk,Slovyanoserbsk,,Obozne,48.732,39.3103,OSCE SMM-Ukraine,"On 30 September 2020, a civilian man died in an explosion of an unidentified explosive device in Obozne, Luhansk.",1
40672,30 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Novotoshkivske,48.7234,38.635,Ministry of Defence of Ukraine; JFO HQ press centre,"On 30 September 2020, the NAF rebel forces fired grenade launchers at the governmental positions near Novotoshkivske, Luhansk. During the day, one Ukrainian soldier was wounded at an unspecified location.",0
40650,29 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Democratic Axe Party,,,Europe,Ukraine,Kiev City,Kiev,,Kiev-Pecherskyi,50.427,30.5454,Demokratychna Sokyra,"On 29 September 2020, members of Democratic Axe Party protested outside a court in Kiev-Pecherskyi demanding to be included in the 2020 local elections. [size=no report]",0
40684,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Horlivka Municipality,,Mine 6/7,48.3767,37.9636,DPR Armed Forces Press Service,"On 29 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Mine 6/7, Donetsk.",0
40685,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Novoazovsky,,Uzhivka,47.1446,37.8563,DPR Armed Forces Press Service,"On 29 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Uzhivka, Donetsk.",0
40824,29 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Labour Group (Ukraine),,,Europe,Ukraine,Dnipropetrovsk,Kryvyi Rih,,Kryvyi Rih,47.9093,33.3933,UA:Dnipro,"On 29 September 2020, employees of a locomotive depot held a protest in Kryvyi Rih, Dnipropetrovsk, in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions for miners and railway workers. [size=no report]",0
40649,29 September 2020,Protests,Peaceful protest,Protesters (Ukraine),National Corps Party,,,Europe,Ukraine,Mykolaiv,Mykolaiv,,Mykolaiv,46.9672,32.0183,National Corps,"On 29 September 2020, members of National Corps protested outside the city council in Mykolaiv against the inclusion of Opposition Platform - For Life party in the 2020 local elections. The protesters claim that the party filled in the documents incorrectly but was allowed to run anyway. [size=no report]",0
40703,29 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,,Europe,Ukraine,Donetsk,Yasynuvata,,Donetsk Filtration Station,48.1331,37.808,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 24 projectiles/explosions/shots involving unknown weapons in both directions of the frontline near Donetsk Filtration Station.",0
40701,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Marynsky,,Krasnohorivka,48.006,37.5097,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Krasnohorivka.",0
40702,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Horlivka Municipality,,Bairak,48.3162,38.132,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 2 explosions involving unknown weapons near Bairak.",0
40704,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Yasynuvata,,Kamyanka,48.174,37.7863,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 2 explosions involving unknown weapons near Kamyanka.",0
40705,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Yasynuvata,,Mineralne,48.0996,37.8254,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 3 explosions involving unknown weapons near Mineralne.",0
40706,29 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Bakhmut,,Lozove,48.3844,38.2312,OSCE SMM-Ukraine,"On 29 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Lozove.",0
40683,28 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Yasynuvata,,Spartak,48.079,37.7635,DPR Armed Forces Press Service,"On 28 September 2020, the Ukrainian Forces fired small arms at the positions of the Donbass People's Militia in the area of Spartak, Donetsk.",0
40726,28 September 2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,Civilians (Ukraine),,Europe,Ukraine,Luhansk,Popasniansky,,Zolote-5,48.6719,38.56,OSCE SMM-Ukraine; Novoye Vremya Ukraine,"On 28 September 2020, a civilian woman and her son were wounded after she stepped on an explosive device near Zolote-5, Luhansk.",0
40699,28 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,,Europe,Ukraine,Donetsk,Starobeshivsky,,Petrovskoye,47.6305,37.8428,OSCE SMM-Ukraine,"On 28 September 2020, the OSCE SMM observed a total of 6 explosions/shots involving small arms/unknown weapons near Petrovskoye.",0
40698,28 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,,Europe,Ukraine,Donetsk,Yasynuvata,,Mineralne,48.0996,37.8254,OSCE SMM-Ukraine,"On 28 September 2020, the OSCE SMM observed a total of 14 shots/bursts of fire involving small arms/heavy machineguns near Mineralne.",0
40700,28 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Stanychno-Luhansy,,Artema,48.7895,39.3084,OSCE SMM-Ukraine,"On 28 September 2020, the OSCE SMM observed a total of 10 shots involving small arms near Artema.",0
40651,28 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Government of Ukraine (2019-); Proposition Party,,,Europe,Ukraine,Kiev City,Kiev,,Kiev-Pecherskyi,50.427,30.5454,Stop Corruption,"On 28 September 2020, people, including mayors of several cities and members of Proposition party, protested outside the President's Office in Kiev-Pecherskyi demanding that the mayor of Uman be included in the 2020 local elections. [size=no report]",0
40662,28 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Volnovasky,,Starohnativka,47.5418,37.7809,Ministry of Defence of Ukraine; JFO HQ press centre,"On 28 September 2020, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Starohnativka, Donetsk.",0
40663,28 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Avdiivka Municipality,,Avdiivka,48.1394,37.7497,OSCE SMM-Ukraine; JFO HQ press centre; Ministry of Defence of Ukraine,"On 28 September 2020, the NAF rebel forces fired heavy machineguns and small arms at the governmental positions near Avdiivka, Donetsk. The OSCE SMM observed a total of 12 explosions involving unknown weapons near Avdiivka.",0
40664,28 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Toretsk Municipality,,Shumy,48.3802,37.9339,Ministry of Defence of Ukraine; JFO HQ press centre,"On 28 September 2020, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Shumy, Donetsk.",0
40822,27 September 2020,Strategic developments,Looting/property destruction,Unidentified Armed Group (Ukraine),,Civilians (Ukraine),,Europe,Ukraine,Kharkiv,Kharkiv,,Kharkiv,49.9808,36.2527,StatusQuo,"Property destruction: On 27 September 2020, about a dozen people slashed a campaigning stand of an unspecified political party in Kharkiv.",0
40682,27 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Novoazovsky,,Uzhivka,47.1446,37.8563,DPR Armed Forces Press Service,"On 27 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Uzhivka, Donetsk.",0
40645,27 September 2020,Protests,Peaceful protest,Protesters (Ukraine),,,,Europe,Ukraine,Kiev City,Kiev,,Kiev-Shevchenkivskyi,50.4646,30.4655,Novoye Vremya Ukraine,"On 27 September 2020, people protested in Kiev-Shevchenkivskyi in support of anti-government demonstrations in Belarus. [size=no report]",0
40696,27 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Bakhmut,,Novoluhanske,48.4263,38.1711,OSCE SMM-Ukraine,"On 27 September 2020, the OSCE SMM observed a total of 3 explosions involving unknown weapons near Novoluhanske.",0
40697,27 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Volnovasky,,Shyrokyne,47.0987,37.8199,OSCE SMM-Ukraine,"On 27 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Shyrokyne.",0
40643,27 September 2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,NAF: United Armed Forces of Novorossiya,,Europe,Ukraine,Donetsk,Donetsk,,Donetsk,48.015,37.8014,Sprotyv,"On 27 September 2020, a member of NAF forces was wounded in a landmine explosion in an unspecified location in Donetsk region.",0
40659,27 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Yasynuvata,,Opytne,48.0961,37.7214,Ministry of Defence of Ukraine; JFO HQ press centre,"On 27 September 2020, the NAF rebel forces fired grenade launchers and heavy machineguns at the governmental positions near Opytne, Donetsk.",0
40660,27 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Toretsk Municipality,,Shumy,48.3802,37.9339,JFO HQ press centre; Ministry of Defence of Ukraine,"On 27 September 2020, the NAF rebel forces fired small arms at the governmental positions near Shumy, Donetsk.",0
40661,27 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Orikhove,48.7191,38.5695,Ministry of Defence of Ukraine; JFO HQ press centre,"On 27 September 2020, the NAF rebel forces fired small arms at the governmental positions near Orikhove, Luhansk.",0
40823,27 September 2020,Strategic developments,Looting/property destruction,Unidentified Armed Group (Ukraine),,Civilians (Ukraine),Ukrainian Orthodox Christian Group (Ukraine),Europe,Ukraine,Kharkiv,Kharkiv,,Kharkiv,49.9808,36.2527,OSCE SMM-Ukraine,"Property destruction: On 27 September 2020, unidentified individuals fired small arms and threw stones at an empty chapel building of the Orthodox Church of Ukraine in Kharkiv.",0
40636,26 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Luhansk,Stanychno-Luhansy,,Bolotene,48.607,39.5842,OSCE SMM-Ukraine,"On 26 September 2020, the OSCE SMM observed a total of 6 explosions/bursts of fire involving heavy machineguns/unknown weapons near Bolotene.",0
40637,26 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Luhansk,Popasniansky,,Khutir Vilny,48.6828,38.5508,OSCE SMM-Ukraine,"On 26 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Khutir Vilny.",0
40639,26 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Luhansk,Luhansk Municipality,,Veselenke,48.6181,39.4487,OSCE SMM-Ukraine,"On 26 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Veselenke.",0
40821,26 September 2020,Protests,Peaceful protest,Protesters (Ukraine),National Corps Party,,,Europe,Ukraine,Kharkiv,Kharkiv,,Kharkiv,49.9808,36.2527,Obyektiv Novosti; StatusQuo,"On 26 September 2020, about 100 people, including members of National Corps, protested in Kharkiv demanding that the Kharkiv Coke Plant be closed as it releases pollutants in the air. [size=about 100]",0
40631,26 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Avdiivka Municipality,,Avdiivka,48.1394,37.7497,JFO HQ press centre; Ministry of Defence of Ukraine; OSCE SMM-Ukraine,"On 26 September 2020, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Avdiivka, Donetsk. The OSCE SMM observed a total of 1 explosions involving unknown weapons near Avdiivka.",0
40634,26 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Yasynuvata,,Verkhnyotoretske,48.2138,37.8797,JFO HQ press centre; Ministry of Defence of Ukraine,"On 26 September 2020, the NAF rebel forces fired small arms at the governmental positions near Verkhnyotoretske, Donetsk.",0
40638,26 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Bakhmut,,Novoluhanske,48.4263,38.1711,OSCE SMM-Ukraine; JFO HQ press centre; Ministry of Defence of Ukraine,"On 26 September 2020, the NAF rebel forces fired grenade launchers at the governmental positions near Novoluhanske, Donetsk. The OSCE SMM observed a total of 3 explosions involving unknown weapons near Novoluhanske.",0
40633,26 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Volnovasky,,Novaya Tavriya,47.1722,37.8538,DPR Armed Forces Press Service,"On 26 September 2020, the Ukrainian Forces fired small arms at the positions of the Donbass People's Militia in the area of Novaya Tavriya, Donetsk.",0
40632,26 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Bakhmut,,Dolomytne,48.416,38.1346,DPR Armed Forces Press Service,"On 26 September 2020, the Ukrainian Forces fired 82mm mortars, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Dolomytne, Donetsk. Fifteen residential houses caught fire from the mortar shells.",0
40635,26 September 2020,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,Military Forces of Ukraine (2019-),,Europe,Ukraine,Luhansk,Popasniansky,,Orikhove,48.7191,38.5695,JFO HQ press centre,"On 26 September 2020, three Ukrainian soldiers were wounded in an explosion of an identified explosive device near Orikhove, Luhansk.",0
40588,25 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Traditions and Order,,,Europe,Ukraine,Chernivtsi,Chernivtsi Municipality,,Chernivtsi,48.2915,25.9403,Tradition and Order,"On 25 September 2020, members of Traditions and Order protested in Chernivtsi demanding the prohibition of ""LGBT propaganda"". [size=no report]",0
40589,25 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Teachers (Ukraine); Students (Ukraine),,,Europe,Ukraine,Kiev City,Kiev,,Kiev-Pecherskyi,50.427,30.5454,Liveuamap; 24 Channel; Ukrinform,"On 25 September 2020, teachers and students of the Olympic college protested outside the Cabinet of Ministers in Kiev-Pecherskyi against the reorganisation of their university. [size=no report]",0
40590,25 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Labour Group (Ukraine),,,Europe,Ukraine,Kiev City,Kiev,,Kiev-Pecherskyi,50.427,30.5454,Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine,"On 25 September 2020, coal miners protested outside the Parliament in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]",0
40591,25 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Labour Group (Ukraine),,,Europe,Ukraine,Dnipropetrovsk,Kryvyi Rih,,Kryvyi Rih,47.9093,33.3933,Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine,"On 25 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]",0
40627,25 September 2020,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Military Forces of Ukraine (2019-),,Europe,Ukraine,Donetsk,Avdiivka Municipality,,Avdiivka,48.1394,37.7497,Ministry of Defence of Ukraine; JFO HQ press centre,"On 25 September 2020, the NAF rebel forces fired grenade launchers, heavy machineguns and small arms at the governmental positions near Avdiivka, Donetsk.",0
40628,25 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Marynsky,,Luhanske,47.8917,37.6827,DPR Armed Forces Press Service,"On 25 September 2020, the Ukrainian Forces fired small arms at the positions of the Donbass People's Militia in the area of Luhanske, Donetsk.",0
40629,25 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Novoazovsky,,Uzhivka,47.1446,37.8563,DPR Armed Forces Press Service,"On 25 September 2020, the Ukrainian Forces fired grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Uzhivka, Donetsk.",0
40630,25 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,Europe,Ukraine,Donetsk,Yasynuvata,,Spartak,48.079,37.7635,DPR Armed Forces Press Service,"On 25 September 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Spartak, Donetsk.",0
40617,24 September 2020,Battles,Armed clash,Military Forces of Ukraine (2019-),,NAF: United Armed Forces of Novorossiya,,Europe,Ukraine,Donetsk,Yasynuvata,,Mineralne,48.0996,37.8254,OSCE SMM-Ukraine,"On 24 September 2020, the OSCE SMM observed a total of 8 shots involving small arms near Mineralne.",0
40624,24 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Volnovasky,,Novohnativka,47.6431,37.6948,OSCE SMM-Ukraine,"On 24 September 2020, the OSCE SMM observed a total of 6 explosions involving unknown weapons near Novohnativka.",0
40623,24 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Telmanivsky,,Nova Marivka,47.4499,37.9418,OSCE SMM-Ukraine,"On 24 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Nova Marivka.",0
40620,24 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,,,Europe,Ukraine,Donetsk,Makiivka Municipality,,Butovka-Donetskaya Mine,48.0675,37.7919,OSCE SMM-Ukraine,"On 24 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Butovka-Donetskaya Mine.",0
40625,24 September 2020,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,,,Europe,Ukraine,Donetsk,Yasynuvata,,Novoselivka Druha,48.2092,37.7926,OSCE SMM-Ukraine,"On 24 September 2020, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Novoselivka Druha.",0
40725,24 September 2020,Protests,Peaceful protest,Protesters (Ukraine),,,,Europe,Ukraine,Donetsk,Slovyansk,,Slovyansk,48.8533,37.6065,Vchasno,"On 24 September 2020, several dozen people protested in Slovyansk, Donetsk, against the participation of a candidate, previously charged with separatism, in the 2020 local election. [size=several dozen]",0
40585,24 September 2020,Protests,Peaceful protest,Protesters (Ukraine),Solidarna Molod,,,Europe,Ukraine,Kiev City,Kiev,,Kiev,50.4496,30.5224,Solidarna Molod,"On 24 September 2020, people, including members of Solidarna Molod, protested in Kiev demanding the creation of a Parliamentary commission to investigate possible high treason in the Office of President. [size=no report]",0
40583,24 September 2020,Protests,Peaceful protest,Protesters (Ukraine),,,,Europe,Ukraine,Kiev,Brovary,,Brovary,50.5181,30.8067,Stop Corruption,"On 24 September 2020, people protested in Brovary, Kiev, against high tariffs for utilities. [size=no report]",0
