api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7217871,1,TAS,Battles,Armed clash,Unidentified Armed Group (Iraq),,Military Forces of Iraq (2020-) Popular Mobilization Forces,Police Forces of Iraq (2020-),Middle East,Iraq,Ninewa,Sinjar,,Wardiyah,36.2801,41.7278,Ayn Al Iraq News; National Iraqi News Agency,"On 6 September 2020, unknown gunmen shot and killed a policeman and a member of the PMF, who were in a vehicle near the village of Wardiyah, west of Sinjar, west of Mosul.",2,1600130175
7217877,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Saraya Ansar al-'Aqeeda,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Khanaqin,34.3482,45.3906,Al Sumaria TV; Basnews; National Iraqi News Agency; Shafaaq News; Baghdad Today,"On 6 September 2020, the forces of the 28th Brigade (Saraya Ansar al-'Aqeeda) of the Popular Mobilization Forces were able to defeat the remnants of IS militants that launched an attack on the brigade units north of Khanaqin in the village of Tuz Khurmatu, Diyala. Casualties were reported amongst IS militants.",0,1600130175
7191554,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Suq Al-Shoyokh,,Suq Al-Shoyokh,30.8909,46.4543,Al Ahad TV,"On 5 September 2020, protesters from the popular uprising started an open ended demonstration in Suq Al Shuyokh, Thi-Qar province against the government's decision to cut their salaries. [size=no report]",0,1599528934
7191839,1,TAS,Strategic developments,Change to group/activity,Military Forces of Iraq (2020-),Military Forces of Iraq (2020-) Popular Mobilization Forces,,,Middle East,Iraq,Diyala,Khanaqin,,Khanaqin,34.3482,45.3906,Shafaaq News,"Movement of forces: On 5 September 2020, the Iraqi army and PMF forces have increased their presence at security points in the Khanaqin district, Diyala province to confront any IS attacks in the area.",0,1599528935
7191627,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 5 September 2020, engineering graduates continued to demonstrate outside the Wassit Oil Company in Kut City for a fifth day, demanding to be appointed. [size=no report]",0,1599528935
7191666,1,TAS,Battles,Armed clash,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,,Unidentified Armed Group (Iraq),,Middle East,Iraq,Thi-Qar,Rifai,,Rifai,31.7213,46.1102,Al Sumaria TV,"On 5 September 2020, Iraqi Intelligence forces thwarted an attempt to target demonstrators in the Rifai district, Thi-Qar province as they arrested an unidentified man who was planting and explosive device under a vehicle near the demonstration square in Rifai.",0,1599528935
7191757,1,TAS,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Rashad,35.1343,44.0876,National Iraqi News Agency,"Property destruction: On 5 September 2020, during an operation in Rashad, Kirkuk province, Security forces located and subsequently destroyed 5 IS vehicles containing explosives, suicide belts and ammunition.",0,1599528935
7191247,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Military Forces of the United States (2017-); Global Coalition Against Daesh; Police Forces of Iraq (2020-),Middle East,Iraq,Baghdad,Kadhimiya,,Baghdad - Kadhimiya,33.3805,44.3462,Al Sumaria TV; Yaqein,"On 5 September 2020, a convoy carrying logistical materials for the US belonging to a contractor (security company) for the Global Coalition was targeted by an unidentified group with an IED on the highway in the Shuala area of Baghdad (Kadhimiya). A federal Police officer who was in charge of protecting the convoy was injured in the attack.",0,1599528934
7191248,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-),Private Security Forces (Iraq),Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Qaryat Al Qalaa,34.3671,45.2447,National Iraqi News Agency; Al Maloomah,"On 5 September 2020, IS militants attacked the village of Qalaa, Khanaqin district, Diyala province as well as a nearby military post of the Iraqi forces in the outskirts of the village and killed two soldiers and injured a night guard.",2,1599528934
7191813,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Mergasur,,Mergasur,36.8431,44.3009,People's Defense Forces,"On 4 September 2020, Turkish Military forces conducted airstrikes against PKK targets in Werxele area (Kurdish name) in Avasin (Mergasur) region of Erbil, Northern Iraq. Source reported that no casualties occurred in the attacks.",0,1599528935
7191558,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Samarra,,Samarra,34.1959,43.8857,Al Maloomah,"On 4 September 2020, Iraqi warplanes shelled a den of IS militants in the Al Hawijat neighborhood northeast of Samarra on the Tigris River. No information on casualties was reported by sources.",0,1599528934
7191561,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Tooz,,Hamrin Mountains - Sala al-Din,34.6248,44.4107,Al Maloomah,"On 4 September 2020, Iraqi warplanes shelled IS positions and hideouts on the Hamrin Mountain in the Sala al-Din province. No information on casualties was reported by sources.",0,1599528934
7191565,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Shaykh Bawa,34.3992,45.1427,Al Maloomah,"On 4 September 2020, Iraqi warplanes shelled 6 IS positions in Shaykh Bawa in Diyala province causing an unknown number of fatalities amongst IS militants. Unknown fatalities coded as 3.",3,1599528934
7191828,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Soran,,Wadi Khakurik,36.9599,44.6039,ROJ News,"On 4 September 2020, Turkish warplanes carried out airstrikes in the plains of Barbuzna in the Gosine region in Wadi Khakurik. No information on casualties was reported by sources. Coded at location of similar strike, that occurred around the same time.",0,1599528935
7191581,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Shatra,,Shatra,31.4091,46.1727,Al Mirbad,"On 4 September 2020, dozens of protesters and families of martyrs of the demonstrations gathered in the Al-Shatra district, Thi-Qar province and marched to remember the martyrs and emphasize the main demands, including accountability for the protesters' killers. [size=dozens]",0,1599528934
7191584,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 4 September 2020, a number of parents gathered in Basrah City, and demanded the reduction of school fees for their children, given the current economic situation and how it was affected by the coronavirus pandemic. [size=no report]",0,1599528934
7191588,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 4 September 2020, a number of activists gathered in the Diwaniyah district, Thi-Qar province and demonstrated against an international railway project. [size=no report]",0,1599528934
7191597,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 4 September 2020, dozens demonstrated in Kut City, Wassit province demanding the dismissal of the local government. [size=dozens]",0,1599528935
7260717,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Qadissiya,Diwaniya,,Nahiyat Al Shafiyah,31.9489,44.844,Al Mirbad,"On 4 September 2020, dozens of residents of Nahiyat Al Shafiyah demonstrated on the main road that links Diwaniyah to Najaf, against the deterioration of electricity in the area. [size=dozens]",0,1603755452
7191619,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Basrah,Al-Faw,,Al-Faw,29.9742,48.4731,Al Mirbad,"On 4 September 2020, a number of activists gathered in Al Faw, Basrah province and demonstrated against an international railway project. [size=no report]",0,1599528935
7191653,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 4 September 2020, engineering graduates continued to demonstrate outside the Central Oil Company in Kut City for a fourth day, demanding to be appointed. [size=no report]",0,1599528935
7191675,1,TAS,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Anbar,Ar Rutba,,Ar Rutba,33.0373,40.2826,Baghdad Today,"Property destruction: On 4 September 2020, a joint forces within the Anbar Operations command destroyed a number of IS hideouts in the Anbar desert, south of Ar Rutba. They also safely defused ammunition and a booby-trapped vehicle.",0,1599528935
7191682,1,TAS,Battles,Armed clash,Qaryat Al Qalaa Communal Militia (Iraq),,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Qaryat Al Qalaa,34.3671,45.2447,Basnews,"On 4 September 2020, IS militants attacked the village of Qalaa, Khanaqin district, Diyala province and armed residents repelled their attack and forced them to retreat. One resident was injured.",0,1599528935
7191756,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Missan,Amara,,Amara,31.8356,47.1448,National Iraqi News Agency,"On 4 September 2020, an armed clash ensued between two tribes in Sayyid Safih, near Amara in the Missan province. Three people have been arrested in relation to the clash. No information on casualties was reported by sources.",0,1599528935
7191246,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Soran,,Wadi Khakurik,36.9599,44.6039,People's Defense Forces; ROJ News,"On 4 September 2020, Turkish Military forces conducted airstrikes against PKK targets in Gosine and Lolan areas (Kurdish names) in Xakurke (Wadi Khakurik) region of Erbil, Northern Iraq. Source reported that no casualties occurred in the attacks.",0,1599528934
7191759,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Jalawla,34.273,45.1662,National Iraqi News Agency,"On 4 September 2020, Iraqi warplanes shelled 6 IS positions in the Jalawla area in Diyala province causing an unknown number of fatalities amongst IS militants. Unknown fatalities coded as 3.",3,1599528935
7191814,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Shaca,37.1138,43.8672,People's Defense Forces,"On 3 September 2020, Turkish Military forces conducted airstrikes against PKK targets in Saca (Shaca) village in Zap (Amadiya) region of Dahuk, Northern Iraq. No information on casualties was reported by source.",0,1599528935
7191843,1,TAS,Violence against civilians,Attack,Islamic State (Iraq),,Civilians (Iraq),Women (Iraq),Middle East,Iraq,Sala al-Din,Shirqat,,Shirqat,35.4973,43.2365,Shafaaq News,"On 3 September 2020, an IS militant shot and killed his sister in the village of Zor Ganaus (Kanous), Shirqat district, Saladin province, after her husband joined PMF forces.",1,1599528935
7191844,1,TAS,Battles,Armed clash,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Khantur Mountain,37.2648,42.8583,Shafaaq News,"On 3 September 2020, armed clashes ensued after PKK militants attacked Turkish army vehicles on Mount Khamtir, Zakho district, Dahuk province. Turkish forces also fired at a nearby village (Sharanish) and destroyed a power generator. No information on casualties was reported by sources.",0,1599528935
7191602,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 3 September 2020, engineering graduates continued to demonstrate outside the Central Oil Company in Kut City for a third day, demanding to be appointed. [size=no report]",0,1599528935
7191606,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 3 September 2020, dozens of administration and economics graduates continued their demonstration outside the Thi-Qar Health Department in Nassriya City, demanding that they be included in the appointment process. [size=dozens]",0,1599528935
7191607,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Journalists (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 3 September 2020, a number of activists and journalists gathered at the freedom square in Basrah City, in a demonstration against an international railway project. [size=no report]",0,1599528935
7191608,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Military Forces of the United States (2017-); Global Coalition Against Daesh,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 3 September 2020, a convoy carrying logistical materials for the US belonging to a contractor (Iraqi company) for the Global Coalition was targeted by an unidentified group with an IED on the highway in Thi-Qar province. Sources reported that there were no fatalities or injuries.",0,1599528935
7191630,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 3 September 2020, dozens of engineering graduates demonstrated outside the Thi-Qar oil company in Nassriya city, demanding to be appointed. [size=dozens]",0,1599528935
7191633,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 3 September 2020, a number of UR state employees demonstrated in Nassriya City, Thi-Qar province to demand that General Manager Haider Sahar return from his leave and return to carry out his duties in managing the company. [size=no report]",0,1599528935
7191661,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Ninewa,Mosul,,Mosul - Old City,36.3455,43.1278,Al Sumaria TV,"Defusal: On 3 September 2020, military forces defused PG9 launchers and 103 missiles, belonging to IS militants in the Sarkhane (Sarijkhana) area of Mosul-Old City.",0,1599528935
7191679,1,TAS,Strategic developments,Other,Civilians (Iraq),Refugees/IDPs (Iraq),,,Middle East,Iraq,Diyala,Khalis,,Qaryat Al Hetaween,34.2394,44.3664,Basnews,"Displacement: On 3 September 2020, residents of the Hitawin village in the Diyala province (around 100 people) fled their homes in fear of further IS attacks.",0,1599528935
